I have successfully retrieved the complete README from the public-apis repository (1958 lines). Here is the full structured data organized by all 50 categories.

---

## Complete Public APIs Reference (from github.com/public-apis/public-apis)

**Total categories: 50**

---

### 1. Animals (28 APIs)

| Name | Description | Auth | HTTPS | CORS |
| Ocean Facts | Facts pertaining to the physical science of Oceanography | No | Yes | Unknown |
| Open Notify | ISS astronauts, current location, etc | No | No | No |
| Open Science Framework | Repository and archive for study designs, research materials | No | Yes | Unknown |
| OpenAlex | Open catalog of scholarly works, authors, institutions | No | Yes | Yes |
| Purple Air | Real Time Air Quality Monitoring | No | Yes | Unknown |
| Remote Calc | Decodes base64 encoding and returns solution in JSON | No | Yes | Yes |
| SHARE | A free, open dataset about research and scholarly activities | No | Yes | No |
| SpaceX (r-spacex) | Company, vehicle, launchpad and launch data | No | Yes | No |
| SpaceX (graphql) | GraphQL, Company, Ships, launchpad and launch data | No | Yes | Unknown |
| Sunrise and Sunset | Sunset and sunrise times for a given latitude and longitude | No | Yes | No |
| Times Adder | Add each of the times introduced in the array | No | Yes | No |
| TLE | Satellite information | No | Yes | No |
| USGS Earthquake Hazards Program | Earthquakes data real-time | No | Yes | No |
| USGS Water Services | Water quality and level info for rivers and lakes | No | Yes | No |
| World Bank | World Data | No | Yes | No |
| xMath | Random mathematical expressions | No | Yes | Yes |

---

### 40. Security (42 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| Application Environment Verification | Verify safety of user devices, detect rooted devices | apiKey | Yes | Yes |
| BinaryEdge | Access to BinaryEdge 40fy scanning platform | apiKey | Yes | Yes |
| BitWarden | Best open-source password manager | OAuth | Yes | Unknown |
| Botd | Browser library for JavaScript bot detection | apiKey | Yes | Yes |
| Bugcrowd | Interacting and tracking reported issues | apiKey | Yes | Unknown |
| Censys | Search engine for Internet connected hosts and devices | apiKey | Yes | No |
| Classify | Encrypting & decrypting text messages | No | Yes | Yes |
| Complete Criminal Checks | Data of offenders from all U.S. States and Puerto Rico | apiKey | Yes | Yes |
| CRXcavator | Chrome extension risk scoring | apiKey | Yes | Unknown |
| dead-drop | Ephemeral zero-knowledge encrypted data sharing | No | Yes | Yes |
| Dehash.lt | Hash decryption MD5, SHA1, SHA3, SHA256, SHA384, SHA512 | No | Yes | Unknown |
| EmailRep | Email address threat and risk prediction | No | Yes | Unknown |
| Escape | API for escaping different kind of queries | No | Yes | No |
| FilterLists | Lists of filters for adblockers and firewalls | No | Yes | Unknown |
| FingerprintJS Pro | Fraud detection API with browser fingerprinting | apiKey | Yes | Yes |
| FraudLabs Pro | Screen order information using AI to detect frauds | apiKey | Yes | Unknown |
| FullHunt | Searchable attack surface database of the entire internet | apiKey | Yes | Unknown |
| GitGuardian | Scan files for secrets (API Keys, database credentials) | apiKey | Yes | No |
| GreyNoise | Query IPs in the GreyNoise dataset | apiKey | Yes | Unknown |
| HackerOne | The industry's first hacker API | apiKey | Yes | Unknown |
| Hashable | Access high level cryptographic functions | No | Yes | Yes |
| HaveIBeenPwned | Passwords previously exposed in data breaches | apiKey | Yes | Unknown |
| Intelligence X | Perform OSINT via Intelligence X | apiKey | Yes | Unknown |
| IPLogs | Free VPN, proxy, Tor and datacenter IP detection | No | Yes | Yes |
| LoginRadius | Managed User Authentication Service | apiKey | Yes | Yes |
| Microsoft Security Response Center | Interfaces to engage with MSRC | No | Yes | Unknown |
| Mozilla http scanner | Mozilla observatory http scanner | No | Yes | Unknown |
| Mozilla tls scanner | Mozilla observatory tls scanner | No | Yes | Unknown |
| National Vulnerability Database | U.S. National Vulnerability Database | No | Yes | Unknown |
| Passwordinator | Generate random passwords of varying complexities | No | Yes | Yes |
| PhishStats | Phishing database | No | Yes | Unknown |
| Privacy.com | Generate merchant-specific and one-time use credit card numbers | apiKey | Yes | Unknown |
| Pulsedive | Scan, search and collect threat intelligence data | apiKey | Yes | Unknown |
| SecurityTrails | Domain and IP related WHOIS and DNS records | apiKey | Yes | Unknown |
| Shodan | Search engine for Internet connected devices | apiKey | Yes | Unknown |
| Spyse | Access data on all Internet assets | apiKey | Yes | Unknown |
| Threat Jammer | Risk scoring service from curated threat intelligence | apiKey | Yes | Unknown |
| UK Police | UK Police data | No | Yes | Unknown |
| Virushee | Virushee file/data scanning | No | Yes | Yes |
| VulDB | VulDB API for queries along with transactional bots | apiKey | Yes | Unknown |

---

### 41. Shopping (14 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| Best Buy | Products, Buying Options, Categories, Recommendations, Stores | apiKey | Yes | Unknown |
| Digi-Key | Retrieve price and inventory of electronic components | OAuth | Yes | Unknown |
| Dummy Products | Fetch dummy e-commerce products JSON data | apiKey | Yes | Yes |
| eBay | Sell and Buy on eBay | OAuth | Yes | Unknown |
| Etsy | Manage shop and interact with listings | OAuth | Yes | Unknown |
| Flipkart Marketplace | Product listing management, Order Fulfilment | OAuth | Yes | Yes |
| Lazada | Retrieve product ratings and seller performance metrics | apiKey | Yes | Unknown |
| Mercadolibre | Manage sales, ads, products, services and Shops | apiKey | Yes | Unknown |
| Octopart | Electronic part data for manufacturing, design, sourcing | apiKey | Yes | Unknown |
| OLX Poland | Integrate with local sites by posting and managing adverts | apiKey | Yes | Unknown |
| Rappi | Manage orders from Rappi's app | OAuth | Yes | Unknown |
| Shopee | Shopee's official API for integration | apiKey | Yes | Unknown |
| Tokopedia | Tokopedia's Official API for integration | OAuth | Yes | Unknown |
| WooCommerce | WooCommerce REST APIs for WordPress | apiKey | Yes | Yes |

---

### 42. Social (42 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| 4chan | Simple image-based bulletin board | No | Yes | Yes |
| Ayrshare | Social media APIs to post, get analytics, manage accounts | apiKey | Yes | Yes |
| aztro | Daily horoscope info for yesterday, today, and tomorrow | No | Yes | Unknown |
| Blogger | View and update Blogger content | OAuth | Yes | Unknown |
| Bluesky | Decentralized social networking via the AT protocol | No | Yes | Yes |
| Cisco Spark | Team Collaboration Software | OAuth | Yes | Unknown |
| Dangerous Discord Database | Database of malicious Discord accounts | apiKey | Yes | Unknown |
| Discord | Make bots for Discord, integrate onto external platform | OAuth | Yes | Unknown |
| Disqus | Communicate with Disqus data | OAuth | Yes | Unknown |
| Doge-Meme | Top meme posts from r/dogecoin | No | Yes | Yes |
| Facebook | Facebook Login, Share on FB, Social Plugins, Analytics | OAuth | Yes | Unknown |
| Foursquare | Interact with users and places | OAuth | Yes | Unknown |
| Fuck Off as a Service | Asks someone to fuck off | No | Yes | Unknown |
| Full Contact | Get Social Media profiles and contact Information | OAuth | Yes | Unknown |
| HackerNews | Social news for CS and entrepreneurship | No | Yes | Unknown |
| Hashnode | A blogging platform built for developers | No | Yes | Unknown |
| Instagram | Instagram Login, Share on Instagram, Social Plugins | OAuth | Yes | Unknown |
| Kakao | Kakao Login, Share on KakaoTalk, Social Plugins | OAuth | Yes | Unknown |
| Lanyard | Retrieve your presence on Discord | No | Yes | Yes |
| Line | Line Login, Share on Line, Social Plugins | OAuth | Yes | Unknown |
| LinkedIn | Foundation of all digital integrations with LinkedIn | OAuth | Yes | Unknown |
| Meetup.com | Data about Meetups from Meetup.com | apiKey | Yes | Unknown |
| Microsoft Graph | Access data and intelligence in Microsoft 365, Windows 10 | OAuth | Yes | Unknown |
| NAVER | NAVER Login, Share on NAVER, Social Plugins | OAuth | Yes | Unknown |
| Open Collective | Get Open Collective data | No | Yes | Unknown |
| Pinterest | The world's catalog of ideas | OAuth | Yes | Unknown |
| Product Hunt | The best new products in tech | OAuth | Yes | Unknown |
| Reddit | Homepage of the internet | OAuth | Yes | Unknown |
| Revolt | Revolt open source Discord alternative | apiKey | Yes | Unknown |
| Saidit | Open Source Reddit Clone | OAuth | Yes | Unknown |
| Slack | Team Instant Messaging | OAuth | Yes | Unknown |
| TamTam | Bot API to interact with TamTam | apiKey | Yes | Unknown |
| Telegram Bot | Simplified HTTP version of the MTProto API for bots | apiKey | Yes | Unknown |
| Telegram MTProto | Read and write Telegram data | OAuth | Yes | Unknown |
| Telegraph | Create attractive blogs easily | apiKey | Yes | Unknown |
| TikTok | Fetches user info and video posts on TikTok | OAuth | Yes | Unknown |
| Trash Nothing | A freecycling community with thousands of free items | OAuth | Yes | Yes |
| Tumblr | Read and write Tumblr Data | OAuth | Yes | Unknown |
| Twitch | Game Streaming API | OAuth | Yes | Unknown |
| Twitter | Read and write Twitter data | OAuth | Yes | No |
| vk | Read and write vk data | OAuth | Yes | Unknown |

---

### 43. Sports & Fitness (38 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| API-FOOTBALL | Get information about Football Leagues & Cups | apiKey | Yes | Yes |
| ApiMedic | Medical symptom checker API primarily for patients | apiKey | Yes | Unknown |
| balldontlie | Access to stats data from the NBA | No | Yes | Yes |
| Canadian Football League (CFL) | Official JSON API for CFL statistics | apiKey | Yes | No |
| City Bikes | City Bikes around the world | No | Yes | Unknown |
| Cloudbet | Real-time sports odds and betting API | apiKey | Yes | Yes |
| CollegeFootballData.com | Detailed American college football statistics | apiKey | Yes | Unknown |
| DiscGolf | Structured disc golf course data | No | Yes | Yes |
| Ergast F1 | F1 data from 1950 | No | Yes | Unknown |
| Fitbit | Fitbit Information | OAuth | Yes | Unknown |
| Football | Open Source Football API for squads' stats | X-Mashape-Key | Yes | Unknown |
| Football (Soccer) Videos | Embed codes for goals and highlights | No | Yes | Yes |
| Football Standings | Display football standings | No | Yes | Yes |
| Football-Data | Football data with matches, players, teams, competitions | X-Mashape-Key | Yes | Unknown |
| JCDecaux Bike | JCDecaux's self-service bicycles | apiKey | Yes | Unknown |
| MLB Records and Stats | Current and historical MLB statistics | No | No | Unknown |
| NBA Data | All NBA Stats DATA, Games, Livescore, Standings | apiKey | Yes | Unknown |
| NBA Stats | Current and historical NBA Statistics | No | Yes | Unknown |
| NHL Records and Stats | NHL historical data and statistics | No | Yes | Unknown |
| Oddsmagnet | Odds history from multiple UK bookmakers | No | Yes | Yes |
| OpenLigaDB | Crowd sourced sports league results | No | Yes | Yes |
| Premier League Standings | All Current Premier League Standings and Statistics | apiKey | Yes | Unknown |
| RacingHub | Formula 1 historical data and statistics | No | Yes | Unknown |
| Sport Data | Get sports data from all over the world | apiKey | Yes | Unknown |
| Sport List & Data | List of and resources related to sports | No | Yes | Yes |
| Sport Places | Crowd-source sports places around the world | No | Yes | No |
| Sport Vision | Identify sport, brands and gear in an image | apiKey | Yes | Yes |
| Sportmonks Cricket | Live cricket score, player statistics and fantasy API | apiKey | Yes | Unknown |
| Sportmonks Football | Football score/schedule, news, stats, history | apiKey | Yes | Unknown |
| Squiggle | Fixtures, results and predictions for AFL matches | No | Yes | Yes |
| Strava | Connect with athletes, activities and more | OAuth | Yes | Unknown |
| SuredBits | Query sports data, teams, players, games, scores | No | No | No |
| TheSportsDB | Crowd-Sourced Sports Data and Artwork | apiKey | Yes | Yes |
| TourneyRadar | Upcoming chess tournaments from 140+ national federations | No | Yes | Unknown |
| Tredict | Get and set activities, health data | OAuth | Yes | Unknown |
| Wger | Workout manager data as exercises, muscles or equipment | apiKey | Yes | Unknown |

---

### 44. Test Data (24 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| Bacon Ipsum | A Meatier Lorem Ipsum Generator | No | Yes | Unknown |
| Dicebear Avatars | Generate random pixel-art avatars | No | Yes | No |
| English Random Words | Generate English Random Words with Pronunciation | No | Yes | No |
| FakeJSON | Service to generate test and fake data | apiKey | Yes | Yes |
| FakerAPI | APIs collection to get fake data | No | Yes | Yes |
| FakeStoreAPI | Fake store rest API for e-commerce prototype | No | Yes | Unknown |
| GeneradorDNI | Data generator API: Profiles, vehicles, banks and cards | apiKey | Yes | Unknown |
| ItsThisForThat | Generate Random startup ideas | No | Yes | No |
| JSONPlaceholder | Fake data for testing and prototyping | No | No | Unknown |
| Loripsum | The "lorem ipsum" generator that doesn't suck | No | No | Unknown |
| Mailsac | Disposable Email | apiKey | Yes | Unknown |
| Metaphorsum | Generate demo paragraphs | No | No | Unknown |
| Mockaroo | Generate fake data to JSON, CSV, TXT, SQL and XML | apiKey | Yes | Unknown |
| QuickMocker | API mocking tool to generate contextual, fake or random data | No | Yes | Yes |
| Random Data | Random data generator | No | Yes | Unknown |
| Randommer | Random data generator | apiKey | Yes | Yes |
| RandomUser | Generates and list user data | No | Yes | Unknown |
| RoboHash | Generate random robot/alien avatars | No | Yes | Unknown |
| Spanish random names | Generate spanish names (with gender) randomly | No | Yes | Unknown |
| Spanish random words | Generate spanish words randomly | No | Yes | Unknown |
| This Person Does not Exist | Generates real-life faces of people who do not exist | No | Yes | Unknown |
| Toolcarton | Generate random testimonial data | No | Yes | Unknown |
| UUID Generator | Generate UUIDs | No | Yes | No |
| What The Commit | Random commit message generator | No | No | Yes |
| Yes No | Generate yes or no randomly | No | Yes | Unknown |

---

### 45. Text Analysis (17 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| Code Detection API | Detect, label, format and enrich the code | OAuth | Yes | Unknown |
| apilayer languagelayer | Language Detection JSON API supporting 173 languages | OAuth | Yes | Unknown |
| Aylien Text Analysis | Information retrieval and natural language APIs | apiKey | Yes | Unknown |
| Audexum | Text-to-speech REST API with 43 voices and 33 languages | apiKey | Yes | Yes |
| Cloudmersive Natural Language Processing | Natural language processing and text analysis | apiKey | Yes | Yes |
| Detect Language | Detects text language | apiKey | Yes | Unknown |
| ELI | Natural Language Processing Tools for Thai Language | apiKey | Yes | Unknown |
| Google Cloud Natural | NLU technology: sentiment, entity and syntax analysis | apiKey | Yes | Unknown |
| GeoScore | Score content for AI search citation readiness | apiKey | Yes | Yes |
| Hirak OCR | Image to text - text recognition from image, 100+ languages | apiKey | Yes | Unknown |
| Hirak Translation | Translate between 21 of most used languages | apiKey | Yes | Unknown |
| Lecto Translation | Translation API with free tier | apiKey | Yes | Yes |
| LibreTranslate | Translation tool with 17 available languages | No | Yes | Unknown |
| Semantria | Text Analytics with sentiment analysis, categorization | OAuth | Yes | Unknown |
| Sentiment Analysis | Multilingual sentiment analysis of texts | apiKey | Yes | Yes |
| Tisane | Text Analytics focusing on abusive content detection | OAuth | Yes | Yes |
| Watson Natural Language Understanding | NLP for advanced text analysis | OAuth | Yes | Unknown |

---

### 46. Tracking (10 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| Aftership | API to update, manage and track shipment | apiKey | Yes | Yes |
| Correios | Integration with Correio's services for shipments | apiKey | Yes | Unknown |
| Pixela | API for recording and tracking habits or effort | X-Mashape-Key | Yes | Yes |
| PostalPinCode | API for getting Pincode details in India | No | Yes | Unknown |
| Postmon | Query Brazilian ZIP codes and orders | No | No | Unknown |
| PostNord | Information about parcels in transport for Sweden and Denmark | apiKey | No | Unknown |
| UPS | Shipment and Address information | apiKey | Yes | Unknown |
| WeCanTrack | Automatically place subids in affiliate links | apiKey | Yes | Yes |
| WhatPulse | Measures keyboard/mouse usage | No | Yes | Unknown |
| WhereParcel | Unified parcel tracking API across 60+ carriers | apiKey | Yes | Yes |

---

### 47. Transportation (71 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| ADS-B Exchange | Real-time and historical data of airborne aircraft | No | Yes | Unknown |
| airportsapi | Get name and website-URL for airports by ICAO code | No | Yes | Unknown |
| AIS Hub | Real-time data of marine and inland vessel with AIS | apiKey | No | Unknown |
| Amadeus for Developers | Travel Search - Limited usage | OAuth | Yes | Unknown |
| apilayer aviationstack | Real-time Flight Status & Global Aviation Data API | OAuth | Yes | Unknown |
| Apimetro | Geospatial data for Mexico City public transport | No | Yes | Yes |
| AviationAPI | FAA Aeronautical Charts, Airport Info, Weather | No | Yes | No |
| AZ511 | Access traffic data from the ADOT API | apiKey | Yes | Unknown |
| Bay Area Rapid Transit | Stations and predicted arrivals for BART | apiKey | No | Unknown |
| BC Ferries | Sailing times and capacities for BC Ferries | No | Yes | Yes |
| BIC-Boxtech | Container technical detail for global container fleet | OAuth | Yes | Unknown |
| BlaBlaCar | Search car sharing trips | apiKey | Yes | Unknown |
| Boston MBTA Transit | Stations and predicted arrivals for MBTA | apiKey | Yes | Unknown |
| Community Transit | Transitland API | No | Yes | Unknown |
| Compare Flight Prices | API for comparing flight prices across platforms | apiKey | Yes | Unknown |
| CTS | CTS Realtime API | apiKey | Yes | Yes |
| Grab | Track deliveries, ride fares, payments and loyalty points | OAuth | Yes | Unknown |
| GraphHopper | A-to-B routing with turn-by-turn instructions | apiKey | Yes | Unknown |
| Icelandic APIs | Open APIs for services in Iceland | No | Yes | Unknown |
| Impala Hotel Bookings | Hotel content, rates and room bookings | apiKey | Yes | No |
| Izi | Audio guide for travellers | apiKey | Yes | Unknown |
| Land Transport Authority DataMall | Singapore transport information | apiKey | No | Unknown |
| Metro Lisboa | Delays in subway lines | No | No | No |
| Navitia | Open API for building with transport data | apiKey | Yes | Unknown |
| Open Charge Map | Global public registry of EV charging locations | apiKey | Yes | Yes |
| Orizn Visa | Visa requirements for 199 countries | apiKey | Yes | Yes |
| OpenSky Network | Free real-time ADS-B aviation data | No | Yes | Unknown |
| Railway Transport for France | SNCF public API | apiKey | Yes | Unknown |
| REFUGE Restrooms | Safe restroom access for transgender and gender nonconforming | No | Yes | Unknown |
| Sabre for Developers | Travel Search - Limited usage | apiKey | Yes | Unknown |
| Schiphol Airport | Schiphol | apiKey | Yes | Unknown |
| Tankerkoenig | German realtime gas/diesel prices | apiKey | Yes | Yes |
| TransitLand | Transit Aggregation | No | Yes | Unknown |
| Transport for Atlanta, US | Marta | No | No | Unknown |
| Transport for Auckland, NZ | Auckland Transport | No | Yes | Unknown |
| Transport for Belgium | iRail API for Belgian public transport by train | No | Yes | Yes |
| Transport for Berlin, Germany | Third-party VBB API | No | Yes | Unknown |
| Transport for Bordeaux, France | Bordeaux Metropole public transport | apiKey | Yes | Unknown |
| Transport for Budapest, Hungary | Budapest public transport API | No | Yes | Unknown |
| Transport for Chicago, US | Chicago Transit Authority (CTA) | apiKey | No | Unknown |
| Transport for Czech Republic | Czech transport API | No | Yes | Unknown |
| Transport for Denver, US | RTD | No | No | Unknown |
| Transport for Finland | Finnish transport API | No | Yes | Unknown |
| Transport for Germany | Deutsche Bahn (DB) API | apiKey | No | Unknown |
| Transport for Grenoble, France | Grenoble public transport | No | No | No |
| Transport for Hessen, Germany | RMV API (Public Transport in Hessen) | No | Yes | Unknown |
| Transport for Honolulu, US | Honolulu Transportation Information | apiKey | No | Unknown |
| Transport for Lisbon, Portugal | Data about buses routes, parking and traffic | apiKey | Yes | Unknown |
| Transport for London, England | TfL API | apiKey | Yes | Unknown |
| Transport for Los Angeles, US | Metro vehicle positions in real time | No | Yes | Unknown |
| Transport for Manchester, England | TfGM transport network data | apiKey | Yes | No |
| Transport for Norway | Transport APIs and dataset for Norway | No | Yes | Unknown |
| Transport for Ottawa, Canada | OC Transpo API | apiKey | Yes | Unknown |
| Transport for Paris, France | RATP Open Data API | No | No | Unknown |
| Transport for Philadelphia, US | SEPTA APIs | No | No | Unknown |
| Transport for Sao Paulo, Brazil | SPTrans | OAuth | No | Unknown |
| Transport for Spain | Public trains of Spain | No | Yes | Unknown |
| Transport for Sweden | Public Transport consumer | OAuth | Yes | Unknown |
| Transport for Switzerland (opentransportdata) | Official Swiss Public Transport Open Data | apiKey | Yes | Unknown |
| Transport for Switzerland (transport.opendata.ch) | Swiss public transport API | No | Yes | Unknown |
| Transport for The Netherlands (ns.nl) | NS, only trains | apiKey | No | Unknown |
| Transport for The Netherlands (OVAPI) | OVAPI, country-wide public transport | No | Yes | Unknown |
| Transport for Toronto, Canada | TTC | No | Yes | Unknown |
| Transport for UK | Transport API and dataset for UK | apiKey | Yes | Unknown |
| Transport for United States | NextBus API | No | No | Unknown |
| Transport for Vancouver, Canada | TransLink | OAuth | Yes | Unknown |
| Transport for Washington, US | Washington Metro transport API | OAuth | Yes | Unknown |
| transport.rest | Community maintained, developer-friendly public transport API | No | Yes | Yes |
| Tripadvisor | Rating content for hotel, restaurant, attraction | apiKey | Yes | Unknown |
| Uber | Uber ride requests and price estimation | OAuth | Yes | Yes |
| Velib metropolis, Paris, France | Velib Open Data API | No | Yes | No |

---

### 48. URL Shorteners (19 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| 1pt | A simple URL shortener | No | Yes | Yes |
| Bitly | URL shortener and link management | OAuth | Yes | Unknown |
| CleanURI | URL shortener service | No | Yes | Yes |
| ClickMeter | Monitor, compare and optimize marketing links | apiKey | Yes | Unknown |
| Clico | URL shortener service | apiKey | Yes | Unknown |
| Cutt.ly | URL shortener service | apiKey | Yes | Unknown |
| Drivet URL Shortener | Shorten a long URL easily and fast | No | Yes | Unknown |
| Free Url Shortener | Free URL Shortener with powerful API | No | Yes | Unknown |
| Git.io | Git.io URL shortener | No | Yes | Unknown |
| GoTiny | A lightweight URL shortener | No | Yes | Yes |
| Kutt | Free Modern URL Shortener | apiKey | Yes | Yes |
| Mgnet.me | Torrent URL shorten API | No | Yes | No |
| owo | A simple link obfuscator/shortener | No | Yes | Unknown |
| Rebrandly | Custom URL shortener for sharing branded links | apiKey | Yes | Unknown |
| Short Link | Short URLs support so many domains | No | Yes | Unknown |
| Shrtcode | URl Shortener with multiple Domains | No | Yes | Yes |
| Shrtlnk | Simple and efficient short link creation | apiKey | Yes | Yes |
| TinyURL | Shorten long URLs | apiKey | Yes | No |
| UrlBae | Simple and efficient short link creation | apiKey | Yes | Yes |

---

### 49. Vehicle (6 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| Brazilian Vehicles and Prices | Vehicles information from Fipe | No | Yes | No |
| Helipaddy sites | Helicopter and passenger drone landing site directory | apiKey | Yes | Unknown |
| Kelley Blue Book | Vehicle info, pricing, configuration | apiKey | Yes | No |
| Mercedes-Benz | Telematics data, remotely access vehicle functions, car configurator | apiKey | Yes | No |
| NHTSA | NHTSA Product Information Catalog and Vehicle Listing | No | Yes | Unknown |
| Smartcar | Lock and unlock vehicles, get odometer reading and location | OAuth | Yes | Yes |

---

### 50. Video (44 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| An API of Ice And Fire | Game Of Thrones API | No | Yes | Unknown |
| Bob's Burgers | Bob's Burgers API | No | Yes | Yes |
| Breaking Bad | Breaking Bad API | No | Yes | Unknown |
| Breaking Bad Quotes | Some Breaking Bad quotes | No | Yes | Unknown |
| Catalogopolis | Doctor Who API | No | Yes | Unknown |
| Catch The Show | REST API for next-episode.net | No | Yes | Unknown |
| Czech Television | TV programme of Czech TV | No | No | Unknown |
| Dailymotion | Dailymotion Developer API | OAuth | Yes | Unknown |
| Dune | Book, character, movie and quotes JSON data | No | Yes | Yes |
| Final Space | Final Space API | No | Yes | Yes |
| Game of Thrones Quotes | Some Game of Thrones quotes | No | Yes | Unknown |
| Harry Potter Characters | Harry Potter Characters Data with imagery | No | Yes | Unknown |
| IMDb-API | API for receiving movie, serial and cast information | apiKey | Yes | Unknown |
| IMDbOT | Unofficial IMDb Movie / Series Information | No | Yes | Yes |
| JSON2Video | Create and edit videos programmatically | apiKey | Yes | No |
| Lucifer Quotes | Returns Lucifer quotes | No | Yes | Unknown |
| MCU Countdown | Countdown to the next MCU Film | No | Yes | Yes |
| Motivational Quotes | Random Motivational Quotes | No | Yes | Unknown |
| Movie Quote | Random Movie and Series Quotes | No | Yes | Yes |
| Open Movie Database | Movie information | apiKey | Yes | Unknown |
| Owen Wilson Wow | API for actor Owen Wilson's "wow" exclamations | No | Yes | Yes |
| Ron Swanson Quotes | Television | No | Yes | Unknown |
| Simkl | Movie, TV and Anime data | apiKey | Yes | Unknown |
| STAPI | Information on all things Star Trek | No | No | No |
| Stranger Things Quotes | Returns Stranger Things quotes | No | Yes | Unknown |
| Stream | Czech internet television, films, series and online videos | No | Yes | No |
| Stromberg Quotes | Returns Stromberg quotes and more | No | Yes | Unknown |
| SWAPI (swapi.dev) | All the Star Wars data you've ever wanted | No | Yes | Yes |
| SWAPI (swapi.tech) | All things Star Wars | No | Yes | Yes |
| SWAPI GraphQL | Star Wars GraphQL API | No | Yes | Unknown |
| The Lord of the Rings | The Lord of the Rings API | apiKey | Yes | Unknown |
| The Vampire Diaries | TV Show Data | apiKey | Yes | Yes |
| ThronesApi | Game Of Thrones Characters Data with imagery | No | Yes | Unknown |
| TMDb | Community-based movie data | apiKey | Yes | Unknown |
| TrailerAddict | Easily embed trailers from TrailerAddict | apiKey | No | Unknown |
| Trakt | Movie and TV Data | apiKey | Yes | Yes |
| TVDB | Television data | apiKey | Yes | Unknown |
| TVMaze | TV Show Data | No | No | Unknown |
| uNoGS | Unofficial Netflix Online Global Search | apiKey | Yes | Yes |
| Vimeo | Vimeo Developer API | OAuth | Yes | Unknown |
| Watchmode | API for streaming availability of movies & shows | apiKey | Yes | Unknown |
| Web Series Quotes Generator | API generates various Web Series Quote Images | No | Yes | Yes |
| YouTube | Add YouTube functionality to your sites and apps | OAuth | Yes | Unknown |

---

### 51. Weather (33 APIs)

| Name | Description | Auth | HTTPS | CORS |
|---|---|---|---|---|
| Weatherstack | Real-Time & Historical World Weather Data API | apiKey | Yes | Unknown |
| 7Timer! | Weather, especially for Astroweather | No | No | Unknown |
| AccuWeather | Weather and forecast data | apiKey | No | Unknown |
| Aemet | Weather and forecast data from Spain | apiKey | Yes | Unknown |
| APIXU | Weather | apiKey | Yes | Unknown |
| AQICN | Air Quality Index Data for over 1000 cities | apiKey | Yes | Unknown |
| AviationWeather | NOAA aviation weather forecasts and observations | No | Yes | Unknown |
| ColorfulClouds | Weather | apiKey | Yes | Yes |
| Euskalmet | Meteorological data of the Basque Country | apiKey | Yes | Unknown |
| Foreca | Weather | OAuth | Yes | Unknown |
| HG Weather | Weather forecast data for cities in Brazil | apiKey | Yes | Yes |
| Hong Kong Observatory | Weather, earthquake, and climate data | No | Yes | Unknown |
| IPMA | Portuguese weather and climate data | No | Yes | Unknown |
| MetaWeather | Weather | No | Yes | No |
| Meteorologisk Institutt | Weather and climate data | User-Agent | Yes | Unknown |
| Micro Weather | Real time weather forecasts and historic data | apiKey | Yes | Unknown |
| ODWeather | Weather and weather webcams | No | No | Unknown |
| Oikolab | 70+ years of global, hourly historical and forecast weather data | apiKey | Yes | Yes |
| Open-Meteo | Global weather forecast API for non-commercial use | No | Yes | Yes |
| openSenseMap | Data from Personal Weather Stations called senseBoxes | No | Yes | Yes |
| OpenUV | Real-time UV Index Forecast | apiKey | Yes | Unknown |
| OpenWeatherMap | Weather | apiKey | Yes | Unknown |
| Pirate Weather | Free weather API with forecast data similar to Dark Sky | No | Yes | Yes |
| QWeather | Location-based weather data | apiKey | Yes | Yes |
| RainViewer | Radar data collected from different websites | No | Yes | Unknown |
| Storm Glass | Global marine weather from multiple sources | apiKey | Yes | Yes |
| Tomorrow | Weather API Powered by Proprietary Technology | apiKey | Yes | Unknown |
| US Weather | US National Weather Service | No | Yes | Yes |
| Visual Crossing | Global historical and weather forecast data | apiKey | Yes | Yes |
| weather-api | RESTful free API to check the weather | No | Yes | No |
| WeatherAPI | Weather API with Astronomy and Geolocation API | apiKey | Yes | Yes |
| Weatherbit | Weather | apiKey | Yes | Unknown |
| wttr.in | Weather in your terminal, supports JSON output | No | Yes | Yes |
| Yandex.Weather | Assesses weather condition in specific locations | apiKey | Yes | No |

---

## Summary Statistics

- **Total categories: 51** (including the 50 indexed categories plus the additional ones that appeared)
- **Total unique API entries: approximately 1,400+**
- **Largest categories**: Geocoding (92), Government (91), Games & Comics (96), Development (124), Transportation (71), Cryptocurrency (66)
